43.218.58.59;200;3dsecuredebit.bri.co.id;;
43.218.55.163;200;3dsecure2.bri.co.id;;
43.218.62.44;200;3dsecure.bri.co.id;;
103.63.99.27;200;addons.cms.bri.co.id;;addons.cms.nsgt.bri.co.id
103.63.99.27;;addons.cms.nsgt.bri.co.id;;
45.60.16.106;200;agen.bri.co.id;;x367dd5.impervadns.net
103.63.96.51;200;api.bri.co.id;;
103.63.99.16;200;api.briguna.bri.co.id;;api.briguna.nsgt.bri.co.id
45.60.16.106;200;api.privateopen.bri.co.id;;9ksblz9.impervadns.net
103.63.99.136;200;api.brispot.bri.co.id;;api.brispot.nsgt.bri.co.id
103.63.99.32;200;api-bristars-approval.bri.co.id;;
103.63.99.172;200;api-klasterkuhidupku.bri.co.id;;
103.63.96.15;200;app.keceku.bri.co.id;;app.keceku.nsgt.bri.co.id
103.63.96.141;200;api.bristars.bri.co.id;nginx;api.bristars.nsgt.bri.co.id
103.63.96.161;404;api.briconnect.bri.co.id;;
103.63.96.88;200;apisunmi.bri.co.id;;apisunmi.nsgt.bri.co.id
103.63.99.186;200;api-staging.brispot.bri.co.id;Brispot;api-staging.brispot.nsgt.bri.co.id
103.63.96.216;200;api.panen.bri.co.id;;
103.63.96.116;200;app.ceria.bri.co.id;;
103.63.99.18;200;api.privateopen.sandbox.bri.co.id;;
103.63.96.146;;apimybri.nsgt.bri.co.id;;
103.63.99.16;;api.briguna.nsgt.bri.co.id;;
103.63.96.146;422;apimybri.bri.co.id;;apimybri.nsgt.bri.co.id
103.63.99.15;200;app.briguna.bri.co.id;;app.briguna.nsgt.bri.co.id
103.63.96.15;;app.keceku.nsgt.bri.co.id;;
103.63.99.96;;api.bridina.bri.co.id;;
103.63.96.182;200;apps.bri.co.id;;
103.63.96.141;;api.bristars.nsgt.bri.co.id;;
103.63.96.88;;apisunmi.nsgt.bri.co.id;;
103.63.99.136;;api.brispot.nsgt.bri.co.id;;
103.63.96.189;;apidocs.bri.co.id;;
103.63.99.173;200;assets-klasterkuhidupku.bri.co.id;;
180.233.157.10;;3dsecuredebit2.bri.co.id;;
103.63.96.75;200;biz.bri.co.id;;
103.63.96.96;200;bot.bri.co.id;;
103.63.96.181;401;bribook.bri.co.id;;
103.63.96.40;200;bribrain.bri.co.id;;
103.63.96.106;200;briboxapps.bri.co.id;;
103.63.96.224;200;bricard.bri.co.id;;
34.107.233.59;;brichain.bri.co.id;;
103.63.99.144;200;brifast.bri.co.id;;
103.63.96.155;404;brieazycash-api.bri.co.id;;
103.63.99.204;200;brifun.bri.co.id;;
34.102.255.60;404;bridge.bri.co.id;istio-envoy;
45.60.16.106;200;briefx.bri.co.id;;tlya3dl.impervadns.net
103.63.99.30;200;brifrens.bri.co.id;;
103.63.96.12;200;brieazycash.bri.co.id;;
103.63.96.97;200;brilinkmobile.bri.co.id;;brilinkmobile.nsgt.bri.co.id
103.63.99.40;200;brigate.privateopen.sandbox.bri.co.id;;
103.63.99.159;200;brimo.bri.co.id;;erangel-brimo.apps.public-dc.nsgt.bri.co.id
103.63.98.137;;api-staging.brispot.nsgt.bri.co.id;;
103.63.99.114;200;brimerchant.bri.co.id;;
103.63.96.175;200;brifast2.bri.co.id;;
34.107.226.130;200;brilink.bri.co.id;nginx;
45.60.16.106;200;brimola.bri.co.id;;3ua8jgo.impervadns.net
103.63.96.98;;antispam.bri.co.id;;
103.63.96.222;;antispam2.bri.co.id;;
103.63.99.41;200;brilinkers-admin.bri.co.id;;
103.63.96.97;;brilinkmobile.nsgt.bri.co.id;;
103.63.98.97;;brilink-tbn.bri.co.id;;
103.63.96.17;200;brifast-ng.bri.co.id;nginx;
103.63.96.8;200;brion.bri.co.id;;
103.63.99.124;200;brique.bri.co.id;;brique.nsgt.bri.co.id
34.101.102.12;;api.kur.bri.co.id;;
103.63.98.146;;apidrc.privateopen.bri.co.id;;
103.63.96.239;200;brismartapi.bri.co.id;nginx;
103.63.96.223;200;bripoin.bri.co.id;;
103.63.99.134;200;brispot-staging.bri.co.id;nginx;brispot-staging.nsgt.bri.co.id
103.63.96.57;200;brisim.bri.co.id;;brisim.nsgt.bri.co.id
34.101.160.24;;brinavi.bri.co.id;;
103.63.96.164;404;brisolutions.bri.co.id;;
34.160.4.84;;briva-bridge.bri.co.id;;
103.63.99.129;200;britrust.bri.co.id;;
103.63.99.135;;brispot.nsgt.bri.co.id;;
103.63.96.32;200;brismart.bri.co.id;;
103.63.99.240;404;brivoipcall.bri.co.id;;
103.63.99.135;200;brispot.bri.co.id;;brispot.nsgt.bri.co.id
103.63.99.241;200;brivoipcallmedia.bri.co.id;;
103.63.96.145;200;brispotkonsumer.bri.co.id;;
103.63.99.124;;brique.nsgt.bri.co.id;;
103.63.96.57;;brisim.nsgt.bri.co.id;;
103.63.96.218;200;bukarekening.bri.co.id;;
103.63.99.97;;brilink-odc.bri.co.id;;
103.63.96.185;;bripwch.bri.co.id;;
103.63.99.162;;ambilin.nsgt.bri.co.id;;
103.63.99.162;;ambilin.bri.co.id;;ambilin.nsgt.bri.co.id
103.63.96.204;200;cbm.bri.co.id;;
103.63.96.148;;cdn.wirausahabrilian.bri.co.id;;
103.63.99.118;;brilian-apps.bri.co.id;;
103.63.96.237;200;ceria-web-app.dev.service.dce.bri.co.id;nginx;
103.63.96.197;200;ceria-payment-sandbox.bri.co.id;;
103.63.96.174;;brilinkwifi.bri.co.id;;
103.63.96.236;;briphone.bri.co.id;;
45.60.16.106;200;cms.bri.co.id;Oracle-HTTP-Server;6ofhlln.impervadns.net
103.63.99.174;;cmstoken.bri.co.id;;
103.63.99.141;;cmstoken2.bri.co.id;;cmstoken2.nsgt.bri.co.id
103.63.96.9;200;commercialcard.bri.co.id;Apache;
103.63.96.118;;britouch.bri.co.id;;
103.63.99.138;200;content.makna.bri.co.id;;
103.63.96.26;;brv.bri.co.id;;
103.63.96.168;;brimola.nsgt.bri.co.id;;
103.63.98.152;;briefxdrc.bri.co.id;;
103.63.96.144;;brivsat.bri.co.id;;
103.63.96.233;;brinvoice.bri.co.id;;
103.63.96.132;;cabincrew.bri.co.id;;
103.63.96.62;;cms.wirausahabrilian.bri.co.id;;
103.63.96.87;;cc.bri.co.id;;
103.63.96.206;200;dashboard.bri.co.id;;
103.63.99.150;;dataviz.bri.co.id;;
103.63.96.177;;dashboardkorporasi.bri.co.id;;
34.120.60.135;403;delima.bri.co.id;;
103.63.99.28;200;demo.addons.cms.bri.co.id;;demo.addons.cms.nsgt.bri.co.id
103.63.99.28;;demo.addons.cms.nsgt.bri.co.id;;
103.63.96.196;200;devicelocator.bri.co.id;;
103.63.96.170;200;developers.bri.co.id;;developers.nsgt.bri.co.id
103.63.96.170;;developers.nsgt.bri.co.id;;
35.227.213.228;404;digital-api.bri.co.id;nginx/1.18.0;
34.120.158.148;200;digital-admin.bri.co.id;;
35.201.71.129;200;digital.bri.co.id;;
103.63.96.72;200;dplk.bri.co.id;;
103.63.96.126;200;e-recruitment.bri.co.id;;
103.63.96.36;;e-pasar.bri.co.id;;
103.63.96.169;200;eform.bri.co.id;;
103.63.96.188;200;ekatalog.bri.co.id;;
103.63.99.159;;erangel-brimo.apps.public-dc.nsgt.bri.co.id;;
103.63.96.215;;daftarkartukredit.bri.co.id;;
103.63.96.174;;ecr.bri.co.id;;
103.63.96.178;;efiling.bri.co.id;;
103.63.99.168;;ecalendar-be.bri.co.id;;
103.63.96.176;;dashboard.ambilin.nsgt.bri.co.id;;
103.63.96.176;;dashboard.ambilin.bri.co.id;;dashboard.ambilin.nsgt.bri.co.id
103.63.96.212;;echadash.bri.co.id;;
103.63.96.183;200;gamejunio.bri.co.id;;
103.63.99.131;;facilitymanagement.bri.co.id;;
103.63.99.132;;facilitymanagement-api.bri.co.id;;
103.63.96.56;;fsrv.bri.co.id;;
103.63.96.128;;fois.bri.co.id;;
103.63.96.53;;hackathon.bri.co.id;;
103.63.96.58;200;ib.bri.co.id;;ib.nsgt.bri.co.id
103.63.99.155;200;ib-web.bri.co.id;;
103.63.96.58;;ib.nsgt.bri.co.id;;
103.63.96.58;;ib2.bri.co.id;;ib.nsgt.bri.co.id
103.63.96.238;200;ibank.bri.co.id;;ibank.nsgt.bri.co.id
103.63.96.238;;ibank.nsgt.bri.co.id;;
103.63.98.238;;ibank-tbn.bri.co.id;;
34.102.146.246;;innocent.bri.co.id;;
103.63.99.26;200;inms-rekon.bri.co.id;;
103.63.96.119;200;infolelang.bri.co.id;;
103.63.96.145;;internalmybri.bri.co.id;;
103.63.96.133;200;iumk.bri.co.id;;
103.63.99.17;200;jadimerchant.bri.co.id;;
103.63.96.120;200;kartukredit.bri.co.id;;
103.63.99.171;200;klasterkuhidupku.bri.co.id;;
34.149.168.205;200;komoditi.bri.co.id;istio-envoy;
103.63.99.107;200;kur.bri.co.id;;kur.nsgt.bri.co.id
103.63.99.107;;kur.nsgt.bri.co.id;;
103.63.96.82;;imap.bri.co.id;;
103.63.99.56;200;loan-piloting.bri.co.id;;loan-piloting.nsgt.bri.co.id
103.63.99.54;200;loan.bri.co.id;;loan.nsgt.bri.co.id
103.63.98.55;200;loan-staging.bri.co.id;;loan-staging.nsgt.bri.co.id
103.63.99.56;;loan-piloting.nsgt.bri.co.id;;
103.63.99.54;;loan.nsgt.bri.co.id;;
103.63.96.73;;iron.bri.co.id;;
103.63.96.66;;login.work.bri.co.id;;
103.63.96.30;;loas.bri.co.id;;
98.124.198.1;;ir.bri.co.id;;
45.60.16.106;200;merchant.ceria.bri.co.id;;pef4apy.impervadns.net
103.63.96.92;200;mis.bri.co.id;;
103.63.96.151;200;mobile.bri.co.id;;mobile.nsgt.bri.co.id
103.63.96.153;200;mobilecc.bri.co.id;;
103.63.96.45;200;mobilemms.bri.co.id;;
103.63.96.151;;mobile.nsgt.bri.co.id;;
103.63.99.153;;m.bribrain.bri.co.id;;
103.63.97.2;;lp1.bri.co.id;;
103.63.99.20;200;mybrilink.bri.co.id;;
103.63.96.194;;mailer4.bri.co.id;;
103.63.96.198;;mailer6.bri.co.id;;
103.63.96.195;;mailer5.bri.co.id;;
103.63.96.68;;mailer7.bri.co.id;;
103.63.96.93;;mailergti.bri.co.id;;
112.215.107.248;;mailer.bri.co.id;;
112.215.107.233;;maileras.bri.co.id;;
103.63.96.172;200;myqrservice.bri.co.id;;
103.63.97.126;;mobilef5.bri.co.id;;
103.63.96.207;200;nelayansejahtera.bri.co.id;;
103.63.96.172;;myqr.bri.co.id;;
103.63.96.94;404;nominal.bri.co.id;;
103.63.99.53;200;new-dataviz.bri.co.id;;
103.63.96.243;200;newbiz.bri.co.id;;newbiz.nsgt.bri.co.id
103.63.96.243;;newbiz.nsgt.bri.co.id;;
103.63.98.243;200;newbiz-dr.bri.co.id;;
103.63.96.240;200;openbsa.bri.co.id;;
103.63.99.93;200;outer.api.bri.co.id;;outer.api.nsgt.bri.co.id
103.63.99.93;;outer.api.nsgt.bri.co.id;;
103.63.96.209;200;panen.bri.co.id;;
103.63.96.78;404;partner.api.bri.co.id;;partner.api.nsgt.bri.co.id
202.162.242.39;;nc.bri.co.id;;trans.ncapp02.com
103.63.96.248;200;pasarbrilink.bri.co.id;;pasarbrilink.nsgt.bri.co.id
103.63.96.78;;partner.api.nsgt.bri.co.id;;
45.60.16.106;200;payment.ceria.bri.co.id;;dmsinye.impervadns.net
103.63.96.248;;pasarbrilink.nsgt.bri.co.id;;
103.63.96.235;;newmobile.nsgt.bri.co.id;;
103.63.96.235;;newmobile.bri.co.id;;newmobile.nsgt.bri.co.id
103.63.96.120;404;panela.kk.bri.co.id;nginx;
103.63.96.229;;ns1.bri.co.id;;
103.63.96.129;200;pinjaman.bri.co.id;nginx;pinjaman.nsgt.bri.co.id
103.63.96.129;;pinjaman.nsgt.bri.co.id;;
103.63.99.252;;ns3.bri.co.id;;
103.63.99.139;200;pos.makna.bri.co.id;;
103.63.99.229;200;portalbgrepo.bri.co.id;;
103.63.96.3;;ns1.nsgt.bri.co.id;;
103.63.96.133;;polling.bri.co.id;;
103.63.98.69;;ns2.bri.co.id;;
103.63.98.3;;ns2.nsgt.bri.co.id;;
103.63.96.2;;nspgs.bri.co.id;;
103.63.96.123;200;promo.bri.co.id;;
103.63.99.103;200;qlola.bri.co.id;;
103.63.99.71;200;qrisauth.bri.co.id;;
103.63.96.187;;pinpwag.bri.co.id;;
103.63.96.142;;pinjamandev.bri.co.id;;
103.63.99.31;200;rbaweb-api.bri.co.id;;
103.63.99.29;200;rbaweb.bri.co.id;;
103.63.96.67;;payment.ceria.nsgt.bri.co.id;;
103.63.98.105;;pinjaman-staging.bri.co.id;;pinjaman-staging.nsgt.bri.co.id
149.129.193.238;;performance.bri.co.id;;
103.63.96.150;;rest.wirausahabrilian.bri.co.id;;
103.63.96.133;;riskprofile.bri.co.id;;
112.215.107.246;;pip.bri.co.id;;
103.63.96.149;;rt.wirausahabrilian.bri.co.id;;
202.59.165.140;;rtc.bri.co.id;;
103.63.99.115;200;sabrina-briguna-digital.bri.co.id;;
103.63.99.94;200;sandbox.outer.api.bri.co.id;;sandbox.outer.api.nsgt.bri.co.id
103.63.99.94;;sandbox.outer.api.nsgt.bri.co.id;;
103.63.96.179;404;sandbox.partner.api.bri.co.id;;sandbox.partner.api.nsgt.bri.co.id
103.63.99.237;;s3.brimo.bri.co.id;;s3.brimo.nsgt.bri.co.id
103.63.96.165;200;sbn.bri.co.id;;
103.63.96.179;;sandbox.partner.api.nsgt.bri.co.id;;
103.63.96.127;200;simpi.bri.co.id;;
103.63.99.19;200;simpedesumi.bri.co.id;;
103.63.96.29;200;sinpi.bri.co.id;;
103.63.96.253;;sandbox.cbm.bri.co.id;;
103.63.96.156;200;smartube.bri.co.id;;
103.63.99.218;200;sotiagent.bri.co.id;;
103.63.96.137;;socket.ambilin.nsgt.bri.co.id;;
103.63.96.137;200;socket.ambilin.bri.co.id;;socket.ambilin.nsgt.bri.co.id
103.63.96.20;;secureftp.bri.co.id;;
103.63.96.74;;sentry.bri.co.id;;
103.63.99.128;404;sts.bri.co.id;;sts.nsgt.bri.co.id
103.63.96.82;;smtp.bri.co.id;;
103.63.99.23;;servicedashboardkorporasi.bri.co.id;;
103.63.96.184;;tdronline.bri.co.id;;
103.63.96.252;200;tmsverifone.bri.co.id;nginx;
103.63.96.80;200;tmssunmi.bri.co.id;;tmssunmi.nsgt.bri.co.id
103.63.96.80;;tmssunmi.nsgt.bri.co.id;;
103.63.96.234;404;tracker.swift.bri.co.id;Jetty(9.4.z-SNAPSHOT);
103.63.96.125;200;tradepartner.bri.co.id;;
103.63.96.175;;trx2.brifast.bri.co.id;;
103.63.96.140;200;umi.bri.co.id;;umi.nsgt.bri.co.id
34.117.197.73;404;updates.bri.co.id;nginx;lnk.etransmail.com
35.219.63.119;;staging.digital.bri.co.id;;
35.219.63.119;;staging.digital-api.bri.co.id;;
35.219.63.119;;staging.digital-admin.bri.co.id;;
103.63.96.102;;tradeportal.bri.co.id;;
103.63.99.191;;viz.datahub.bri.co.id;;viz.datahub.nsgt.bri.co.id
139.0.7.126;;voip.bri.co.id;;
103.63.96.84;;vpnstars.bri.co.id;;
103.63.96.215;;vicon.bri.co.id;;
103.63.96.190;200;vpn.bri.co.id;;
103.63.98.190;200;vpn2.bri.co.id;;
103.63.96.190;;vpn1.bri.co.id;;
103.63.99.150;200;webgis.bri.co.id;;
34.160.215.139;200;webview.komoditi.bri.co.id;istio-envoy;
103.63.96.249;200;whistleblowing-system.bri.co.id;;
103.63.96.61;;wirausahabrilian.bri.co.id;;
103.63.96.217;;webmail.bri.co.id;;
103.63.96.214;;webmail.corp.bri.co.id;;webmail1.bri.co.id
103.63.96.214;;webmail1.bri.co.id;;
103.63.96.228;;webviewkartukredit.bri.co.id;;
103.63.96.87;;www.nsgt.bri.co.id;;
45.60.16.106;;www.bri.co.id;;2wvw43e.impervadns.net
